Name,Score
QQYLOX,18
FOFQHR,34
PSHWOJ,82
DRGPQO,62
LEVHKI,59
OLRTFY,58
FUERNY,33
SXZBCZ,33
DYPDNB,22
GBOYPJ,36
AHVYMI,34
HQXJWV,91
GSEGZQ,89
YXPFKA,81
PGGBTT,21
LLDZJB,92
HBSHDD,4
KVCNKL,64
UDHGGK,12
KYLJBV,11
MVMYRS,88
QSKIFC,43
WCXWMJ,10
CFKPKY,66
YXMZAQ,71
IVSCIN,47
GNJLYK,4
IWJJFV,52
TNDRLM,36
YMEEWA,40
EQFXUK,87
GPMOFU,68
KUBNII,44
JYQGYQ,80
ZLFRYP,71
QZQNLX,100
ACTFBK,71
TMMKWO,86
IYVLFA,39
UBPPBU,63
QJBFNE,29
OFVPON,70
GCWYWV,22
ZMMAAZ,60
BIKVXJ,59
FMWVYD,88
FZKBRA,79
RFSDKM,42
JDXPPU,1
BHWUKM,57
FVUBCP,100
APYCRS,25
QXFFLS,72
ZBOQVH,24
ZEWZKD,33
HZXBCP,79
IIWHOS,13
VQZJTL,36
ARMJYL,65
ONWCPT,21
SVXHXP,0
YZDLRW,51
SAQLDC,7
WYPYMK,51
PEUKNC,47
JOFRDF,25
ATDILK,83
XXLLMH,81
MPAZZB,55
EKJGRC,15
MCJYCD,67
FPIMRX,20
HPCTIX,14
JZUNZV,70
AXSWLV,33
LZDBPF,29
ETWGED,45
DDJBMR,61
LJSCTO,95
IGGMFJ,69
GWXZKZ,87
NQBJWD,94
TTHZAR,35
MBDWBW,8
LHJFZA,44
XENQXL,1
YQFJVI,72
LULXDA,42
LHNXRI,99
NVOLQR,16
WZJITS,79
QCFTNY,31
QUQMTO,46
YAWOXB,9
PRVFRY,86
NMATBV,27
CAOICO,57
HFNOVO,67
LQKXYB,78
KEOHJJ,13
OVGLLX,84
WDDKUA,54
ABDOWQ,66
INQRXU,53
JBGWPK,50
ZERIOY,53
XIWKJF,42
EKWASM,11
POLBGP,67
RGJLSI,14
CTBVHK,61
LRUQVE,46
IKTKGJ,76
HSXNMR,67
XAXTOW,51
HFYNFN,90
HBADGK,18
NRTGJZ,35
GGCHPF,61
NPOYQT,71
ULVFUB,8
VLOEFI,35
NYMEWU,9
RESYGV,71
KLPNQD,51
JRYRWP,21
HMPXYP,22
BYZGCL,80
ZLGLVS,55
DFIWQS,43
PQGSFX,100
TUPKAC,86
HDQDZJ,74
FOEGRG,80
LYTZMO,85
JCPYUX,90
YALHEM,47
KWQEAF,15
TVUYPR,4
LWRIQS,94
UIXIYF,79
ZJXAMY,98
NFLRER,25
HDXEJS,43
CPFMHS,73
OPKLWD,8
SZDCCC,3
CESKPW,11
VJEYMD,70
CAOQIG,42
GQAIPS,31
OHJTUT,66
ZXSYSN,22
VWQJLA,11
YETJNM,28
QJWXAZ,60
RUBBAA,26
YXCVSI,2
FOXNNV,79
YJNMFT,3
QISHJL,65
QAWRNA,100
XQTZMK,61
CKRLQH,18
CVKNXD,15
CMNDMA,7
AGPTNW,30
GEWMKA,42
BVKXLV,73
AALWAI,67
YIHUTD,32
USOAMM,60
ETUAXC,38
QBRVSU,66
DGQCLH,8
GILEYI,47
GDRFZL,75
MDKJMW,86
JTFKTH,62
ASHRUB,40
LYQQUA,86
WXKLXY,81
TAMIQS,95
NXSXDG,39
PXRJOJ,19
HTTSVA,62
DJEYLG,50
TKUVJL,95
JTAFSX,85
FZTIBA,54
WZYMIH,7
GRXIWJ,2
TIXYQW,58
RHDABQ,55
AJMNYN,64
PGZLLV,90
GPHFLQ,91
VSEIKZ,33
ZJCVUM,95
EPYAVS,100
QJHGML,42
AAOILJ,98
PSGGQW,34
LHRJHR,11
LEDOVC,75
KOTWXX,94
GLKMHA,21
UDNEFR,39
TINETC,34
FOLOXT,63
JELWFN,33
MYEZQG,40
NUVPAF,69
WMUAOK,6
ITSVFK,43
PHJLVN,22
DAUFYD,53
CCPAUO,31
HLOAVC,100
XBIYCR,59
TWRNNX,99
BDFJXU,61
JATWAW,35
YYZSBB,22
WGMYKX,89
PMVLCB,75
HEHBEM,78
HIEZAQ,21
LQIWKO,41
UWALAV,58
JRPZUH,40
AZQUGE,55
ACEILS,0
QTCUIC,100
ACCZCM,36
XSJBWA,36
WJACGD,55
AZUGBM,37
GHFCXT,19
FLBQYY,86
JXIBPX,62
HYUKCU,66
HBQSLH,10
NAZBIV,31
XQLEZW,21
CVYJZG,93
OGBYQO,8
OFRMDD,68
JUVEZO,55
ZJCRPS,57
IOEBNZ,47
CDABIF,34
NWYLFR,72
ZOQGSG,50
EZWNGO,57
RNUKUX,50
WOELCQ,21
ZPTJYQ,72
TSEENU,20
HDGYBO,0
LKJITJ,4
AHSKBH,23
WULRND,60
WZXNKQ,21
YRUQTZ,18
HTUIHU,10
SWQSYR,72
MZMNCP,9
MKBRRO,21
EYQJFF,85
DXHXGZ,62
PQOHVI,61
WQFLHT,37
HULVDH,28
YCFJMF,20
RWAROO,2
NLOYQL,5
SAHLKL,63
ASOWJQ,84
HNMYCX,62
VEXZYW,68
WXOTKS,25
KTEANM,20
IFRBNM,31
PQABBW,49
QDNDHZ,99
ZJVRWQ,24
CPLYCD,32
PCGUPM,18
YEQCFL,17
WJEJSP,16
NNYMLN,56
BAYQWJ,31
TWOQBH,18
FQVKNI,60
SAVEHO,99
IGRAXH,42
CEGXLS,79
UNGRWN,58
QXNMUQ,75
SCIMKY,12
UPXTUF,88
GNKDSA,37
GQEGYU,90
WHPHMX,25
RAMEZV,15
XMZBFM,5
FPZVEN,65
AQHASO,70
SQVMDI,99
OJWBHC,33
RKDQLV,92
QBTKVR,39
NCJUYD,10
KVCYZA,89
EJJFZT,4
LLZUBN,72
UTHCCC,17
KUDZAD,6
DFIZDP,100
GHRFXM,85
FAJJJH,88
IWJVOF,54
KBOECX,41
BYYABP,16
GHOFBZ,65
KYIRFF,46
AHXOLM,100
HXWKRQ,93
XCKRSO,61
XJYDGU,60
EZYKVN,16
SUENMV,34
FUDIFC,33
FXFMWB,49
NRZBKH,4
OJTOQP,44
BFURIL,53
RNBTWM,21
QBWZFR,56
ZVATBK,38
EOGOZY,84
TVLLMK,60
LUWAAX,76
XAZLSN,19
OXXAFY,35
PMNZDN,50
LZZOZD,23
WEDVYT,8
ZZDKSV,42
QSHDBV,45
ACYRPG,55
JEURMS,63
PKNUOI,88
QMXKHD,38
VMCSMW,63
PWMWXH,5
VUVWVZ,71
PJBFTB,43
EZIRNH,48
MYFECL,26
KUTKFD,90
NGGBHR,59
YULXJJ,18
EIXOXP,94
FUIJUB,88
NDPMGQ,43
NOULBB,9
ITEMGA,67
YVGVPE,72
MTJQDO,60
DNCVQQ,1
EAOMJR,20
PBVLMK,92
CWGOKV,52
SZNRHC,29
CBDNPI,54
EHDUUT,50
XBIQZE,76
YORMGW,17
XPSKPK,1
NVAGDQ,95
SVYPLP,35
KFXNTD,70
FBDPGF,84
ZDHBHJ,81
YOCYYU,35
JIEEFT,36
QTDSKJ,67
TPTAUU,27
FYIKKM,17
HZEOJQ,13
KUXHJP,85
AJBLMA,62
IMTOEY,74
HUZOJD,73
EDFHLP,4
CIXNKW,37
RORMRL,54
OZYDEI,43
ZDKFYQ,37
OJGCQY,57
WINHJL,36
DPURLS,43
BXSAYE,77
KDYMQC,44
IEPYKD,43
PRPIJV,11
NIDXGC,93
STIEKJ,20
EEHJPE,64
HSCTPO,98
LNUDMQ,63
KBJHLS,4
ADHZPK,13
DAJQQB,34
BIGZYT,92
XHSLYG,84
QYRPNL,97
BQJLWX,60
OASYKX,97
HWCKTB,21
GVHOQG,77
WXCDPX,82
HVYMUO,28
ILZHCI,7
TDSIXR,100
DEJYPB,87
HDHBCF,30
OCVSJR,11
GVDUTC,73
CSNZTV,13
OZPZWL,46
TVBTTI,82
RESAHP,36
DPJMEE,81
PDEFNY,9
XVKPPR,89
PTAFVD,3
TDQJLE,82
LMECDR,94
DZOLQC,29
RGJUBI,38
MUJLMN,15
DBEBZS,66
QMKBLM,81
ZBNBQG,85
OWVIUG,9
LOPIFX,72
NETBEM,94
JLUHPJ,92
XVWAJK,11
ZYBRER,41
KXEAJJ,65
SDZNRL,65
GERMYD,53
YCUQFP,64
MURWGB,83
TRJLMF,52
CUBKCO,17
JYVFGY,27
CNPEHT,60
CYFHZH,20
TDHKZM,17
AQENOD,3
EFDJTW,80
ZQBYDM,46
BZWAUR,33
IZSTSW,16
NTYPBW,68
SMOKMX,74
AETQOI,90
LGYLYK,0
FDMLWL,10
GRZOAE,43
OZYFRC,37
MUXCFE,59
SPAAFI,96
LCOTOH,47
IKIBUT,40
WPFYMY,64
YGPDCG,16
EVXFWO,95
SHVLUA,21
UUAISH,29
ZQJAAL,17
QMZJEB,13
WINAYI,84
GDWHQB,25
BLNVMC,52
OQBJRL,24
FISHBP,25
JBWTFS,45
GNNJBY,47
RQPAUY,69
TMILXZ,56
BFNVFG,85
DYXZDK,6
SDEDFF,94
NXYVEY,8
AVKXJL,53
BVGZGH,4
XTAVBY,6
QPXQVG,62
PKHYGV,3
MBJCTG,49
RWVMBO,99
OILHLX,39
VNMJUH,23
OYKOZF,48
VTAXEX,82
YBWSRT,45
KQKFBV,85
IXEUQG,56
DJFJMK,18
ITNEJG,6
CNYEJW,58
NXEUOF,37
IGJTIU,92
CUAQKI,10
EVUFPY,69
OIDKVJ,8
OGEGQN,60
ZWGKEO,83
UUYOIL,39
MUSEEZ,98
VITVBC,82
BRNAHJ,60
UEWDAD,14
FXSZIK,4
ASLUTL,54
KOZOTN,40
OLXCGH,27
SPQNXI,43
TBNCJL,65
QZBXRT,61
EGGCNL,0
NSLGAW,69
BZEODO,41
PVPTJY,33
IPMYQI,69
WUBJXZ,31
IWBBOP,25
ZDNLLG,93
ELKVGY,24
YBERPD,83
IAPMTE,80
DVMNIW,33
AVDNCK,32
QSUDLA,5
RUKQSS,74
SUWINF,20
JUZSCQ,43
PWXSUQ,11
RHUCYX,96
AHIVYU,70
VIUTSZ,80
HQXUUJ,77
JIFZRY,52
AVCMGU,13
SXSGDD,94
NYZSLL,42
DTUYAU,74
LQAVQI,37
YJYFRW,2
KPMYHP,15
HMIFCU,78
GBMYUV,75
LUAWRY,13
GQQZQO,56
ZMGVLF,74
ANEGMU,19
QOKTOU,3
ANVLFY,35
QUZJWB,63
ELJDBA,52
PLQRUU,37
DTPKGJ,35
VHIBJL,26
TNGCXC,82
QPWTQK,74
HFACAU,15
CHLQCY,32
UZFYYN,10
GLYRYE,41
AHCLNN,46
MEBBSO,1
SUOYJF,88
UAQUEW,53
QBITWX,73
TRUGWC,63
XEEZBX,73
STSMJA,91
IXTKHM,21
YFJOCD,25
TOAEUJ,39
HNVMOM,15
CNAJDA,92
QICYGJ,40
AAOQAH,47
MKUSYJ,57
PFOKLT,45
YNDKAX,63
OORSFR,40
PCUCCG,66
XDVFOB,68
LKPMEY,75
HRKPSN,93
FMZRWI,90
WYUXVZ,80
JKTDWW,7
RAOZPN,50
QMTOOI,72
OADEJE,43
UZEPFS,55
UIZZCO,14
MUUKXE,16
BHOWDG,45
YRDCSN,29
WKIZQK,100
ZLMJDP,79
KTPRQW,25
HVYOXF,93
QUXOBN,28
KXUFMH,75
BRAGLJ,56
MMOVXG,87
XUSCOI,7
HWLILK,84
LJEOZK,74
UUYAWW,92
EHBFZN,49
UMDMOA,43
FGAAOJ,61
TPAQGG,43
OKTWQI,59
REFRKN,73
WQZDBZ,53
DYRTUY,34
UMAFBK,18
DJVAKJ,83
OBFBPH,55
LCOZZO,7
CALBHA,7
MDHGMX,71
CCQDKU,52
JMUOQH,68
JIAIRG,22
CHSJQH,12
MMXWGB,69
KHOXKQ,30
PJVDPE,2
ALZEMK,37
HSXJKT,97
FJYBIA,82
CPOMEN,79
ZRKDWM,24
XZRJCE,71
BKYKGQ,54
PFGKNM,77
ZUWGHP,46
RQFJMY,91
FSWZTF,84
GCPKEB,84
MIRUKM,92
TLXFJR,47
CMHPWM,100
POHMSF,90
XICLQK,33
GIMNST,30
JCQBKN,59
GWWIES,18
GPOSIA,51
USFEZL,91
ZMURAI,80
GCXURN,89
VVIYJC,100
SXSXEJ,28
ZLKEBO,17
SGUAZS,45
LEIKZW,45
APTTGI,7
LZHAST,14
WSWKHK,13
AZYGUN,17
ZUXJQE,96
LIETRK,90
BRCGFK,50
URCUVT,21
FRKLBC,45
TYAKNY,8
XOWCPR,5
UCURJU,56
KHLVGW,84
EOBFAB,0
BVNKUJ,80
USTDDH,84
AYQXNR,97
TUTDXC,8
PCIBEZ,56
IABVIO,23
XNOIMH,73
ABDHKD,3
QHZUJD,43
ZRWLDP,45
GIBPQB,93
DVASHT,11
VWFGQH,40
YNRREQ,57
XZVVPL,37
LOXVSS,37
UDZEEY,16
LLAOHS,16
ILQESE,38
PUVKWC,61
PTASDC,80
VICXAO,94
LZQCBC,90
BWYQAZ,91
ISMBMX,75
MVGZXZ,96
XWZJJP,85
DDPGDM,58
FMKDUR,35
JKVSQV,35
VJIBVD,45
JWNIHW,68
ZUFCQD,29
JFIIHR,56
WDBWPM,28
LTKCTR,13
MKXHQU,93
JGCBNA,65
LPRZMP,78
FZRYTY,94
HOEJFW,25
XCJZTE,37
TLZJQQ,78
HWKTWU,22
JNBSWF,14
CJUPBO,81
NRIDQR,5
NBKYIA,60
UFOFMB,34
ZXXSBS,49
RMCRXJ,100
AHZVIX,72
PNSSMO,33
NETRDA,49
CXBLHA,20
IKQBMK,71
CXPRNB,15
CHLHIO,32
QTGXRT,82
NKHJMO,39
MIQLBJ,43
XZYWZB,88
SAQHZQ,21
QCPMRN,72
XNJDOY,49
UVPTWN,40
YMASPV,64
WYBRJT,28
ZKABKK,86
GOCMNL,75
OACGJH,12
NSGKSS,60
INYJNW,76
VVVFTT,79
UWALTF,51
ZTNZIG,13
YQXXVR,85
NZZDMJ,44
LJWTNH,30
NZIDEB,45
SSRNVH,59
IZCNJS,100
LPQIDD,47
NPBRYR,21
RZWANV,4
AAABDW,62
TRVDEG,31
CKKTII,94
XQXGHJ,43
JQBOFS,23
NNAVJE,24
MNCUJN,72
OUWQDC,73
PGKZKX,91
XNFJBR,61
EBZZKK,88
PMGOSL,79
BYOXXL,35
ZTUZBD,81
VEGLGK,55
XCCYTB,75
TBLSOV,36
ZWHZFK,16
VJQCOG,41
LHDRRB,26
WWOQVE,60
EJIIQX,31
NLESBX,54
XOQNBG,87
STUJGZ,55
NGCIAC,18
XGBKKO,21
FHARWK,40
PMMQJZ,80
RTZATP,10
ZWCUCI,61
GTQRQT,81
ZMVPGW,2
ELRTRH,15
KYWJXO,57
CVXQUD,31
QPIEKZ,31
OPOIZG,29
NWVXMX,0
EONPVM,12
RXUNDZ,55
QIRRRX,2
QQUXQU,75
UXCNWV,79
QDJHTQ,5
VXCPLG,53
OFEPXJ,43
PYHEGT,21
AAJCJN,2
LWAZDY,26
UDWBZW,63
ZSDOJH,67
QVENIH,34
PYLUGN,32
ZAPJVV,80
NNQEVG,5
SPYTAV,58
KOEPJH,30
MMGBAC,42
LBZVRA,35
XFRTZP,48
EJRMNM,74
PMXRBZ,74
LMZZZS,77
GIBFJX,29
YELVFL,64
TPHVCE,1
TPTYFV,61
OWYUKT,27
AICFKB,5
LFNCVB,36
PZCEYU,64
OMSDJD,67
IAZJAY,1
KXVPMG,98
VSBAMD,73
GPYHVB,56
WFVZSO,45
PURTZE,17
YTKBBL,90
CULJYZ,10
XOEKPA,28
BBFLXR,60
BPUFQO,24
ATRRBP,83
YBFLHU,89
XIGYJD,21
FCCYPZ,60
LTXTVJ,18
LBFOMI,84
SXDBAD,95
VGMSRS,65
RWFPSD,100
ADFJMF,9
TWYMUY,87
LWHAFA,60
RMVRRZ,88
NJSAMS,21
RQTGOP,15
DGIYNU,94
MWXVGH,46
TACODT,12
LYYZWI,6
ATHYXY,94
YGSAIF,27
PXHFLG,86
NOOEMI,5
TIPMVB,66
ROQPIQ,54
PZCXCI,92
IGTDZL,90
TUVXWG,100
DAUBEF,17
NQWXBB,50
KPUZYM,28
XVGQPP,16
EQMDXI,33
FMSDJX,18
PZWLRZ,59
ELSYKO,30
OXNCKL,38
LYASVQ,39
MXZEBJ,87
BPILUQ,63
LNCBNV,76
XXPLGP,35
LVFUBO,51
FUIGEN,76
DNXOTV,62
RIABHA,5
GPCXMJ,41
IVPKEN,13
KFIFUF,57
SWVTMB,24
IKUABZ,59
AACTTX,55
THRYWV,74
LKYGRY,54
TQZFRS,77
NZYEYV,71
SDYGAA,38
RWYLKM,71
QETGHQ,42
UKGPPX,71
YOARMK,51
PHMNAT,22
ACLDIT,63
XPVFPI,85
XEIVNK,12
TXZHMY,38
RSXDGI,94
SAFQMY,58
CWHMTD,33
MCOFSI,13
UKSZAO,32
YWVMBM,61
FMGDXG,13
SGCOQS,33
VQIHSO,70
MPSPPC,2
JEUGIC,93
TQGHTG,92
FIBAKK,54
KSEYCS,54
GHXJRJ,37
RPLSKM,67
HOQHFI,49
RMERCZ,82
SVNHNX,23
FSOBRP,43
YCBOAZ,90
QNNVPA,93
CYEAUK,28
FRYXFY,56
QYRXWA,37
MHYLUL,79
YXADEP,48
MEPBCA,49
ATSGOO,58
ENQMMQ,44
WLCCUK,10
NMZFHI,17
UDVQHY,5
XXQECZ,81
OXFVIB,79
MRLZND,57
HJTHBG,20
EJOMHN,18
IVLYZI,52
CDSAKK,68
NJSMMK,25
SPKCBI,52
VFBPCP,96
PSLEPW,41
OQNKTW,28
UBEOYR,90
CGSFOB,99
CHMTRK,41
FQBRKY,98
THFAGE,82
GNHUEL,23
VJUJUZ,41
VQTQUG,10
NYWDBO,66
OERQYW,64
VPPLUV,96
DMWMDT,70
EQBIQE,82
LPPAOB,44
NEUKET,23
XSEHLD,53
LBUIES,75
DJDOUH,82
XSXQZH,59
QNRAVG,3
NFKNBG,32
BAZTOS,7
VBRWGJ,8
VHYCSW,3
HWVEPC,29
MOSNPO,60
VTKSML,81
XXMMUP,86
OOQTRB,66
OWAROM,87
OIIZEC,45
FLJZYT,54
SUYNYT,78
KBUSCK,50
FCGGQJ,30
LAUROH,93
IAZGGG,15
ACFQCJ,67
PGLLJQ,22
XEJMFG,78
GVZBLV,53
NTWHWE,98
VCVYVU,41
RMAARS,50
ZTJLTZ,15
HRFVMS,8
EERPRA,76
NLIYAJ,47
ZKKXQK,39
UYWCCT,11
URNRYR,17
NEOMXK,92
DWUYIX,70
OZZDPD,78
FCGPUR,84
DUCMUT,92
RZMPDD,31
HQNBDZ,57
BIKLBO,55
GIRYMK,49
RAPOVM,43
GPHSHF,38
NAIQPC,40
GIRIPV,86
UGQOGE,23
CSLHSF,64
WURXFY,93
SIKSSQ,87
DVHRKI,36
XZNCHW,41
VCYTPQ,33
ONNXKC,95
HFZRWO,67
PQOXHR,56
LAEMOQ,46
ASHJSX,0
VUGLUX,8
RAUEAG,93
MSOECS,11
JFLYOZ,30
CDBRRH,41
FJPUXB,18
QOKQDR,31
QSLBNO,22
VIWSGH,73
BWMYSE,89
QKHAIB,24
WNIMHU,34
ZTYDML,29
QSPSTK,99
GQYHQT,12
PHBFPY,52
UTMVMX,92
LLNKRG,6
RYREGM,21
XZHVOA,45
LZPVQG,98
PDBXES,36
RSLOCU,62
VZVCIS,78
ZTSIMU,38
UYXXOD,88
MRYCUZ,39
QSOHWD,53
GXOGSP,95
YXDILE,84
AUFKMW,39
KSOYEF,65
TSYFOF,34
CQMOUE,88
RWJSEM,8
FRVFIA,84
RDUXWX,100
IJPHOE,93
NDZASO,82
VIRLRL,13
HUVKXN,82
VLVWMF,33
ELSVHW,58
XEQVQC,39
KIAFJV,32
XVERSU,7
LUXESR,50
PCTWHE,38
IJLMTL,43
NOZTVN,31
HWVEMD,72
UKNVUV,94
JAEMRP,37
IUCJJE,29
XVHAFL,38
TLNKII,10
JHFIVK,25
BBNKJC,71
RYCPIF,29
AMXWFO,87
DCUKOZ,26
MGHBJI,39
UIWGEJ,38
WWITRJ,38
VNXTYS,12
CUYAEI,35
ZCEFKS,16
AJPHAI,31
WMQIXN,78
ANZGKW,80
LKCTAN,92
YQKDMU,5
AMRMLH,20
YVJYLK,9
FSTXDU,16
PQZJOO,94
LMPSYW,85
CPVDVU,52
EODKPB,31
ADPWJJ,62
YQQFIA,34
JNZRVL,78
AXMUHF,82
CFZKYF,51
JBSZMJ,14
KOEQQE,42
NMTZIE,26
HZRXLL,71
DMMGHE,8
UXCIUR,7
JFBZCK,32
PKBRKQ,24
DGHMBQ,17
RTSBUH,62
NIFMEK,36
USSCBG,1
ADQKPY,7
NEFRQU,76
GPODUQ,6
MWNZCT,48
QKCYTO,56
EFFQPT,75
LTBXGH,47
JNZRUU,36
WCOQIC,94
GWVZDJ,28
DKWZYU,3
WDNRGJ,75
FOWMPF,8
IAYRNF,86
DFIQWS,74
OOUIPW,35
XRCYJE,72
MZPYVK,93
SGULVK,77
VBYGWZ,27
KVDQJL,56
XKIWIS,100
EYVZRC,31
FYCWNI,92
HQEHGC,19
TGDLGX,39
ERXLAQ,55
RMPQNC,36
JTDDLG,37
PYCWQE,27
KQWBFT,100
DSQEYC,7
AMTINR,84
HWSLVB,99
EXHGYW,44
VZZIDG,64
PGIUHO,7
GJCKNB,95
ZBFMDZ,9
ADUWQN,21
JLCJXS,51
ECVSGD,56
XGWVBA,69
LCCOSC,8
DJFRIZ,45
KNPTWF,61
BYASKH,25
UMGXPW,45
BMSZXJ,1
DVWULP,57
CIXFUA,95
DSVUWQ,93
VRUWUG,17
RLQYCE,4
DGFHPE,17
QJXEAP,90
TYQNEX,69
BVLGTG,89
HOTPMC,61
EIBUEK,72
NJCBBQ,14
WSNWPD,38
GWSMDL,29
SJDMDT,51
UCGYLP,69
EWMRSP,90
JWYMWY,50
PFSOKW,40
VAMYNV,30
WYPZJG,33
BXSUGS,53
RCPZKN,55
QQZNKT,80
AHGFAD,4
VRRCRK,14
LEXBVK,60
GJQTZL,69
KSFXEW,18
WJAAWO,93
MNLUXW,4
HUIPMA,46
JZGDUO,85
AUCWND,26
SVRATY,66
UFCTZI,43
HNYBYY,88
OLTXJZ,83
BNQETV,99
GLOSZQ,70
RJNZGN,76
RDXQBO,29
IYUDZT,55
WFESYI,0
KIYPPB,5
ZNVPGL,63
RIJGUT,50
USBXFE,91
HFAIYW,34
ZQUNRW,36
WDYIXI,40
HXZSPH,49
GDIYWR,25
BYURFA,22
SOCIIA,10
USJWSW,57
LBWTWU,67
USOXNY,12
PROCAR,54
LFKQHN,7
PPTLDA,78
XMTPDV,0
RWYYHR,50
CBKHNW,79
BNJEFM,34
QMBXWC,9
MTMJKC,82
YXJJXO,59
RMBHJQ,41
UJVGLD,56
WQITJH,28
RMTEMR,94
OZVDXX,32
EPVMIR,45
HIDQVU,63
XBLTVK,2
FPEVNW,64
PQITZP,40
CTGGLL,100
IXAUEH,14
ONWJVY,93
YBIRZC,3
VSBFTS,83
MAHNWU,45
YZCTGN,58
PHRPOQ,55
XYXENL,31
AHHHCJ,38
NHFXNS,83
AYGZYU,48
BGIGZH,83
LZGTBX,25
VCIAZN,12
LGSQJW,98
QHEUNE,23
BGQHUS,66
GMRDAN,39
ROKHOT,51
BXQMPR,49
ODLZPJ,74
AGBHFZ,64
FRVBRG,68
IVPDVP,20
EPMRBN,88
VAFGIW,78
TQACOZ,71
GJBKLJ,69
VJYGKV,85
FGWIYK,72
NTABHE,54
PHHMQZ,53
KRNYMZ,32
JAQBWZ,86
QXOGBM,97
XUSAQA,21
QFZJDP,42
EGYTST,14
QNRTBH,55
YBGQGJ,18
BLHOHG,86
EFNEDR,45
VPBWPL,84
YXQJLH,64
TRFSUI,64
OSXXPL,11
SPEXHU,94
AYMEIR,37
DTEVYX,88
RIRMSO,94
GYCPIH,91
XBSLRX,21
KVPNZD,75
LOYIZO,1
QYYOGG,34
MCSSQL,34
XZOFJG,38
DXIBUA,18
VVICTW,44
VNTDJT,17
DRQQRN,47
YGFVKC,90
MBNFXW,18
ACSKIF,85
TWWSGT,21
IVUHUW,0
NWXRFP,70
NSNFCM,32
BMVAQH,18
OFCGRH,23
PLXSGF,22
VGQMRG,67
QJURCA,65
DWVUVA,26
UNQETR,78
PEMMGP,93
EBYHFF,41
IMIMDP,94
UJUXRH,30
WJAIFX,26
XSPNOY,65
PNMKMU,69
FWUIXN,60
ZGFHKW,46
EYMPMG,100
RGNWVM,83
CBAXYR,61
QJZRKN,32
UNIGYC,5
OIWMLD,74
GJWIZD,46
MLKEZR,5
WADNTS,95
TZGBQT,81
EWYMWK,65
VBTNHE,99
DSVJME,53
JBQJXT,67
WUTJQQ,93
IDQBYE,32
YMJAMH,18
EOBMLX,27
BQLUGC,46
WTBQQK,94
LXJOQW,84
EFKDBA,55
AAXTWW,51
KSOGZF,68
PFJQBH,7
HYERJO,56
SYLVEV,28
VEIAUL,67
ZGBSAV,11
HALDWD,78
VKGKRO,17
EUADKJ,43
JYNFZW,2
AXPPDV,54
PJBCYB,42
ALQIGS,44
UQXKBB,92
CSIGNZ,79
COIREQ,78
OEAMUB,8
CSRBQA,29
MLYHAH,45
XVFXTE,65
JNRBVC,5
JGSGQW,50
OLRWOS,83
DTXVHC,88
XMAFCX,11
AAMXRR,15
JLOABL,58
YNGTWB,37
VLCIHL,26
PPNQVA,59
ZIIKEM,29
TNRJRK,83
QERJDY,22
MRZDOH,97
AOZHMU,49
GARHBB,27
ITBKAM,57
KZOTWW,97
JHGHVR,59
KJFTNI,33
FYRPXX,1
JLSEBY,42
ASSMTT,93
LGTWXO,91
LPVPGN,32
HKOFKO,90
CRIXCF,97
HCYIMA,80
QERLQD,66
INDCFD,7
DMRYGD,52
XOUGTU,84
IJKHNE,5
PWASLK,69
KHOEWD,62
XFARXZ,9
GATOEB,35
EBGHBL,16
YLQHJX,30
ZLQYLD,76
TAPNNW,55
VOZGRU,37
VZLAZB,48
KQXOIN,61
ECVYLT,35
PUKRIG,31
SAARLA,59
NKZGNM,20
PSYZXV,56
ZXLRHG,25
DHFYQU,68
KGEWZR,57
MLNOLK,15
SRHJHG,96
IARWGF,1
VAOWPM,22
XKHVAS,14
DBCQAL,58
DJQRHF,8
TDIOXV,97
EWVBTD,28
KNVUQO,19
XXUDLL,83
EGKYQF,72
VNIKLZ,72
SXHLHY,73
NNZAIS,6
XIFDRP,20
COFUKJ,64
BYSIHX,12
WQWPIM,54
CSIGRY,28
GTEHHQ,22
VFJUIN,62
FYYLAL,48
XMTVFX,53
LTSHSU,93
BPMJSS,57
NHPHHU,20
APXXZM,86
NUDVTB,13
BJUOQJ,94
YKRROG,15
BAGCZU,8
HZSLOZ,88
RTRMFI,90
ASVCKX,23
QUSTEN,23
AUGCIF,17
MYFTIY,62
XTAIYQ,15
MMVEDJ,24
XENHAS,6
CDKIRC,86
MSHMUE,83
VHFMHV,71
KIGOCU,45
VPKQCA,26
EIABYE,0
VDKDOS,19
VQBIVO,74
LRSLPL,72
QWBVKD,79
FJQLHJ,19
TTJYTY,4
BHLRPV,1
DHGQUN,30
KFUPLL,91
QKNHVB,42
SBIQPF,50
UQTZUO,55
QICDFT,71
GOZHBI,7
KQQJJF,93
LOFMUA,40
UFJHHD,47
IBSVKC,80
WXYGPE,80
TTKUKU,92
EEFJBF,3
WTVCLQ,65
BQLXSV,41
JATGCY,86
JLGNAB,38
YOMRCW,50
OWIHXQ,30
FBAXJI,7
UKKHTU,3
MNFSJZ,78
TBTEZX,54
OWHLVP,90
KLCAIL,81
WBKDSM,83
DZTBTU,62
EKSLML,96
JQFFXI,58
GQUCKH,30
HQWONG,33
HZMXWI,45
GWUQYV,61
UHECWH,23
RSVTXF,3
JWOYVM,38
WDHSZH,34
PTEVTN,31
OIUKMH,94
LKNZFX,87
KIMSLP,35
RMIKGD,5
VBPWNN,85
SVSXOA,0
DZSUKT,24
